시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자
순창장류박물관,공립,전라북도 순창군 순창읍 장류로 43,전라북도 순창군 순창읍 백산리 263,35.369938,127.111161,063-650-1627,순창군,,목재 데크+대장간+연못+산책로,09:00,18:00,09:00,18:00,매주 월요일(특별개관일 별도공지),0,0,0,,"""장류를 테마로 조성한 대한민국 최초의 박물관이다.  2002년부터 2007년까지 5년에 걸쳐 국비 9억원과 군비 23억 5000만원 도합 32억 5000만원을 들여 2007년 11월 1일 개관하였다.  소장 유물은 2017년 5월 현재 1258점[구입품 390점, 기증품 868점]이 있다. 전적과 고문서 362점, 민속품 790점, 서화류 14점, 토기·옹기·도자기 92점이다.  상설 전시실은 장의 역사, 장 담그는 날, 세계 속의 장 등 총 3개 공간 20개 섹션으로 구성되어 있다. 상설 전시실에는 고추의 전래 과정과 장류[고추장, 된장, 간장] 담그는 과정을 소개하며, 발효 과정을 관찰하고 발효 온도도 체험할 수 있다. 또 어린이를 대상으로 순창과 장류에 대해 소개하는 애니메이션을 상영하고 있다. 중앙홀에는 항아리 등 장류 관련 유물 40여 점이 상설로 전시되어 있으며, 정보 검색대가 있어 관련 정보를 검색할 수 있다. 기획 전시실에서는 순창의 장류·역사·민속·인물 관련 유물을 기획 전시하며, 이 외 특별 전시의 개최 공간으로 활용한다. 야외 광장에는 적성면 내월리에서 발굴된 고분을 재현한 백제시대 고분 모형이 있고, 또 장독과 확독 등을 진열하였다. 순창 대장간도 복원해 놓았는데, 순창 장류 축제와 가을 단풍철 같은 관광 성수기에는 대장간에서 시연 및 체험 행사가 실시된다. 목제 데크는 관람객들의 휴식 공간이다.""",순창터미널+순창전통고추장민속마을 앞,063-650-1623,순창군,2017-05-22
경상북도문화재연구원 역사박물관,사립,경상북도 영천시 금호읍 원제2길 38,경상북도 영천시 금호읍 원제리 297-1,35.9440962,128.8971291,070-7113-9019,(재)경상북도문화재연구원,http://www.gbcp.or.kr,"""시청각실(무대형 120석), 세미나실(회의실 20석), 작은 도서관(도서자료200권, 30석)""",09:30,17:30,09:30,17:30,주말,0,0,0,,경상북도문화재연구원의 문화재 조사 성과들로 꾸며진 전문박물관,,054-330-6380,경상북도 영천시청,2017-05-18
시안미술관,사립,경상북도 영천시 화산면 가래실로 364,경상북도 영천시 화산면 가상리 649,36.032703,128.888527,054-338-9391,시안미술관,http://www.cyanmuseum.org/,,10:30,17:30,10:30,17:30,매주 월요일,3000,2000,2000,"""미취학아동 무료 장애인(3급이상 동반1인 무료, 4급이하 본인무료)""",1999년 폐교된 화산 초등학교 가상분교를 리노베이션,,054-330-6065,경상북도 영천시청,2017-05-18
은해사성보박물관,사립,경상북도 영천시 청통면 청통로 951,경상북도 영천시 청통면 치일리 479,35.9919179,128.7896121,054-335-3318,은해사,,,10:00,17:00,10:00,17:00,매주 월요일,0,0,0,,대한불교 조계종 제10교구 본사인 은해사와 말사의 성보문화재를 보존 및 전시하기 위해 개관,,054-330-6381,경상북도 영천시청,2017-05-18
영천민속관,공립,경상북도 영천시 운동장로 54(교촌동),경상북도 영천시 교촌동 288-4,35.967887,128.924369,054-330-6515,경상북도 영천시청,,,09:00,18:00,09:00,18:00,주말,0,0,0,,1992년 개관한 영천 민속자료관인 영천 민속관이며 민속자료 1천여점 보관 및 전시,,054-330-6678,경상북도 영천시청,2017-05-18
박수근미술관,공립,강원도 양구군 양구읍 박수근로 265-15,강원도 양구군 양구읍 정림리 131-1,38.0963789,127.9814765,033-480-2662,박수근미술관,http://www.parksookeun.or.kr/,"""뮤지엄숍, 연못, 창작스튜디오 등""",09:00,18:00,09:00,18:00,"""매주월요일, 1월 1일, 설날과 추석 오전""",3000,2000,1000,0,"""박수근미술관은 박수근 선생의 손길이 담겨있는 유품과 유화, 수채화, 드로잉, 판화, 삽화 등 여러 작품을 소장하고 있으며 이를 선별하여 상설 전시 하고 있습니다. 또한 박수근 선생과 같은 시대에 활동했던 근 현대 한국 화단의 주요 작가들의 다양한 작품들을 소장하고 있으며 이를 기획 전시하고 있습니다.""",,033-480-2662,박수근미술관,2017-04-30
양구백자박물관,공립,강원도 양구군 방산면 평화로 5182,강원도 양구군 방산면 장평리 344,38.2073417,127.9515399,033-480-2664,양구백자박물관,http://www.yanggum.or.kr/,"""뮤지엄숍, 체험장, 영상실 등""",09:00,18:00,09:00,18:00,"""매주월요일, 1월 2일, 설날과 추석 오전""",0,0,0,0,"""양구백자박물관은 백자생산역사 600년의 흐름을 알수 있는 도자 전시 관람과 더불어 흙을 만드는 방법과 성형, 그리고 가마에 직접 구워 자기가 만들어지는 전 과정을 체험할 수도 있다.""",,033-480-2664,양구백자박물관,2017-04-30
양구선사박물관,공립,강원도 양구군 양구읍 금강산로 439-54,강원도 양구군 양구읍 하리 510,38.1228402,127.9903842,033-480-2677,양구선사박물관,http://www.ygpm.or.kr/,"""뮤지엄숍, 향토사료관, 고인돌공원, 함춘주막""",09:00,18:00,09:00,18:00,"""매주월요일, 1월 3일, 설날과 추석 오전""",0,0,0,0,"""양구선사박물관은 양구를 중심으로 하는 북한강유역에서 발굴조사된 선사유적을 소개하는 박물관입니다. 양구 상무룡리 구석기유적, 양구 고대리·공수리 청동기시대 유적, 양구 해안 만대리 선사유적 등과 춘천, 화천, 홍천, 인제 등지의 북한강 유역에서 발굴된 유물을 생생하게 보여주는 1종 전문박물관입니다.""",,033-480-2677,양구선사박물관,2017-04-30
양구근현대사박물관,공립,강원도 양구군 양구읍 금강산로 439-51,강원도 양구군 양구읍 하리 508-1,38.1228402,127.9903842,033-482-1945,양구근현대사박물관,http://www.ygpm.or.kr/,"""뮤지엄숍, 향토사료관, 고인돌공원, 함춘주막""",09:00,18:00,09:00,18:00,"""매주월요일, 1월 4일, 설날과 추석 오전""",0,0,0,0,"""박물관은 근현대사를 담고 있는 다양한 자료를 테마별 전시관으로 구성하고 있습니다. 먼저 제1전시실은 한국근현대사 전반을 살펴볼 수 있는 역사의 휘모리 공간을 시작으로, 엽서관, 우표관, 씰관 등으로 구성되어 있으며,  제2전시실은 추억속의 영화역사 포스터 등을 전시한 추억의 영화관, 아리랑 문화를 다양한 면을 살필 수 있는 공간으로 전시되어 있다. 또한 기획전시실에는 기증유물특별전으로 기증자 박민일 박사, 송광호 기자, 철학가 김형석박사의 다양한 기증자료 중 도자기, 그림, 글씨, 민속품을 중심으로 전시하고 있다.""",,033-482-1945,양구근현대사박물관,2017-04-30
양구인문학박물관,공립,강원도 양구군 양구읍 파로호로 869번길 101,강원도 양구군 양구읍 동수리 100-1,38.121961,127.981208,033-482-9800,양구인문학박물관,http://www.ymunhak.or.kr/,"""뮤지엄숍, 테라스 등""",09:00,18:00,09:00,18:00,"""매주월요일, 1월 5일, 설날과 추석 오전""",0,0,0,0,"""2012년 12월 1일 개관한 양구인문학박물관은 한국 철학의 거장 김형석, 안병욱 박사님의 철학사상과 한국 문단을 대표하는 양구 출신 이해인 수녀님의 문학정신이 더해져 문화예술의 인프라가 확대 구축되어 양구 홍보는 물론, 고품격의 문학을 양구군민 뿐만 아니라 관광객들에게 선사하게 되었습니다.""",,033-482-9800,양구인문학박물관,2017-04-30
고남패총박물관,공립,충청남도 태안군 고남면 안면대로 4270-6,충청남도 태안군 고남면 고남리 611,36.420487,126.410083,041-670-5617,태안군,,휴게실,09:00,18:00,09:00,18:00,"""매주 월요일, 매년 1월1일, 명절 당일, 관공서 공휴일 다음날""",1200,1200,700,"""국가유공자, 6세이하, 65세 이상 및 장애인무료""",선사시대 생활사 박물관,영목행 버스 이용,041-670-2258,태안군,2017-04-30
원주역사박물관,공립,강원도 원주시 봉산로 134,강원도 원주시 봉산동 836-1,37.3428648,127.9671971,033-737-4371,원주시,www.wonjumuseum.or.kr,뮤지엄샵,09:30,17:30,09:30,17:30,매주 월요일,0,0,0,,"""원주시의 대표적인 박물관으로 ,원주의 고대시대부터 일제강점기까지 원주의 역사를 한눈에 살필수 있으며, 역사강좌, 영화상영, 체혐교실 등 다양한 문화프로그램도 운영중이다.""","""시내버스 5, 5-1, 5-2, 80, 81, 81-1, 82""",033-737-4371,강원도 원주시청,2017-05-02
뮤지엄산미술관,사립,강원도 원주시 지정면 오크밸리2길 260,강원도 원주시 지정면 월송리 산129-5,37.2813400,127.8231670,033-730-9000,(재)한솔문화재단,www.museumsan.org,"""카페테리아, 아트샵, 수유실""",10:30,18:00,10:30,18:00,매주 월요일,15000,10000,10000,"""제임스터렐관 13,000원""","""세계적인 건축가 안도 다다오가 설계한 아름다운 미술관이다. 2015년 한국관광공사가 진행한 <한국인이 꼭 가봐야할 한국관광100선>에 선정되기도 한 곳이다.  근현대 한국을 대표하는 이중섭, 박수근, 백남준 등 여러 주요작가들의 회화 및 판화드로잉 작품을 집중소장하고 있다. (매년 2회의 기획전시 개최)""",셔틀버스(시외버스터미널 정류장),033-730-9000,강원도 원주시청,2017-05-02
오랜미래신화미술관,사립,강원도 원주시 문막읍 취병로 711,강원도 원주시 문막읍 취병리 835,37.3415286,127.7868199,033-746-5256,오랜미래신화미술관,,,10:00,17:00,10:00,17:00,매주 월요일,0,0,0,0,한국 최초의 신화 테마 미술관,,033-746-5256,강원도 원주시청,2017-05-02
애니메이션박물관,공립,강원도 춘천시 박사로 854,강원도 춘천시 서면 현암리 367,37.893034,127.691868,033-245-6000,(재)강원정보문화진흥원,http://www.gimc.or.kr + www.animationmuseum.com,뮤지엄샵+구름빵 카페+구름빵키즈카페+수유실,10:00,18:00,10:00,18:00,"""매주 월요일(단,월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관) * 1월 1일""",5000,4000,4000,춘천시민 감면 + 단체(30인 이상) 감면 + 65세이상 감면 * 24개월미만 무료,2003. 10. 1 개관한 국내 유일의 애니메이션박물관,"""버스 : 82번, 83번(춘천역-주말,공휴일)""",033-253-3700,강원도 춘천시청,2017-05-31
권진규미술관,사립,강원도 춘천시 동면 금옥길 228,강원도 춘천시 동면 월곡리 241번지,37.920018,127.805345,033-243-2111,권진규미술관,http://www. oksanga.com,"""찜질방, 카페 등""",10:00,18:00,10:00,18:00,연중 무휴,10000,5000,5000,단체(20인이상) 감면 + 36개월 미만 무료,피규어 등 장난감 다수 전시 + 권진규 작가의 작품 다수 전시,"""버스 65, 75번""",033-243-2111,권진규미술관,2017-05-31
이상원미술관,사립,강원도 춘천시 사북면 화악지암길 99,강원도 춘천시 사북면 지암리 587,37.968163,127.578688,033-255-9001,이상원미술관,http://lswmuseum.com,"""레스토랑, 객실, 카페""",10:00,18:00,10:00,18:00,"""매주 월요일, 구정, 추석 연휴 다음날(명절연휴 정상개관), 전시교체기간""",6000,4000,4000,단체(20인 이상) 감면 + 7세이하 무료 + 65세 이상 청소년관람료금,"""2014. 10. 18 개관, 이상원 화백의 약 2,000여 점의 회화작품 소장, 한국미술가들의 창작품 1,000여점 보유""",38번 지암리 종점 하차 도보 20분 소요 + 평일 지암리 종점 픽업 가능,033-255-9001,이상원미술권,2017-05-31
춘천미술관,공립,강원도 춘천시 서부대성로 71,강원도 춘천시 옥천동 73-2,37.882470,127.731333,033-241-1856,춘천미술관,http://cafe.daum.net/CCART,없음,10:00,18:00,10:00,18:00,토일 휴관(전시있을시 개관),0,0,0,,"""다양한 작가, 전시를""",,033-241-1856,춘천미술관,2017-05-31
LIUSEUM 세계민족악기전시관,사립,강원도 춘천시 남산면 방하리 197,강원도 춘천시 남산면 남이섬길 1,37.789935,127.525807,031-580-8016,㈜나미나라공화국,http://www.songisland.co.kr/,,09:00,18:00,09:00,18:00,연중 무휴,0,0,0,,,,031-580-8016,㈜나미나라공화국,2017-05-31
한림대학교박물관,대학,강원도 춘천시 한림대학길 1,강원도 춘천시 옥천동 1-1,37.886630,127.735395,033-248-2851,한림대학교,http://museum.hallym.ac.kr,없음,10:00,14:00,00:00,00:00,"""금토일, 공휴일, 추석, 설 휴관""",0,0,0,,선역사시대 도토기류 전시,,033-248-2851,한림대학교,2017-05-31
강원대학교박물관,대학,강원도 춘천시 강원대학길 1,강원도 춘천시 효자동 192-1,37.869456,127.744471,033-250-8075,강원대학교,http://museum.kangwon.ac.kr/,없음,10:00,17:00,00:00,00:00,"""토,일, 공휴일, 설, 추석 휴관""",0,0,0,,,,033-250-8075,강원대학교,2017-05-31
춘천막국수박물관,공립,강원도 춘천시 신북로 264,강원도 춘천시 신북읍 산천리 342-1,37.948700,127.749760,033-244-8869,춘천막국수협의회,www.makguksumuseum.com,없음,10:00,17:00,10:00,17:00,"""매주 월요일, 설, 추석""",1000,700,500,"""춘천시민 감면 + 단체(30인 이상) 감면 + 65세이상 ,6세이하, 국가유공자, 장애인 및 보호자1인 면제""",춘천의 향토음식인 막국수를 테마로 한 박물관,"""버스 16, 19, 150번""",033-244-8869,강원도 춘천시청,2017-05-31
인형극박물관,공립,강원도 춘천시 영서로 3017,강원도 춘천시 사농동277-3,37.921096,127.719997,033-242-8450,춘천인형극장,www.cccf.or.kr,없음,09:00,18:00,09:00,18:00,"""매주월요일/신정,설,추석""",2000,2000,2000,"""춘천시민,티켓소지자/장애인, 단체인솔교사, 경로우대(65세이상),국가유공자""",인형극에쓰이는 인형들 200여점 전시,"""춘천역에서 버스 12,30~39,150 탑승, 인형극장 및 청소년수련원 하차""",033-259-5841,춘천시문화재단,2017-05-31
마       한       관,공립,전라북도 익산시 고도9길 41-14,전라북도 익산시 금마면 동고도리 534-3,36.062033,127.060434,063-859-4633,전라북도 익산시 유적전시관-마한관,http://www.iksan.go.kr/mahan,,09:00,18:00,09:00,18:00,매주월요일,0,0,0,,"""익산 마한박물관은  2008년 4월 개관, 2013년 7월 이후 익산 출토 국가귀속유물을 인수하여 현재 전시 및 보관·관리하고 있는 박물관임""","""버스: 222, 222-3, 61, 64, 41, 41-1, 60, 60-1, 60-2, 62, 63, 65""",063-859-4633,유적전시관-마한관,2017-04-26
왕궁리유적전시관,공립,전라북도 익산시 왕궁면 궁성로 666,전라북도 익산시 왕궁면 왕궁리 562,35.971222,127.114457,063-859-4632,전라북도 익산시 유적전시관,http://www.iksan.go.kr/wg,,09:00,18:00,09:00,18:00,매주월요일,0,0,0,,"""2008년 개관한 전시관으로 왕궁리5층석탑이 위치한 곳에 자리, 유적발굴조사 과정에서 출토된 다양한 유물을 전시한 박물관임""","""버스: 65, 65-1""",063-859-4631,유적전시관,2017-04-26
익산 보석박물관,공립,전라북도 익산시 왕궁면 호반로 8,전라북도 익산시 왕궁면 동용리 541-1,35.990548,127.101468,063-859-4641,전라북도 익산시 보석박물관,http://www.jewelmuseum.go.kr,카페테리아+식당,10:00,18:00,10:00,18:00,매주 월요일,3000,2000,1000,익산 시민 할인,전국유일 보석박물관,좌석버스 555번,063-859-4641,익산보석박물관,2017-04-26
63아트,사립,서울특별시 영등포구 63로 50,서울특별시 영등포구 여의도동 60,37.5206157,126.9399765,02-789-5663,㈜한화,http://www.63skyart.co.kr/,"""수유실,화장실""",10:00,22:00,10:00,22:00,연중무휴,13000,12000,11000,"""경로 11,000""","""63빌딩 지하 3층에 위치한 63왁스뮤지엄은 대한민국 최초 살아있는 밀랍인형들이 전시된 곳이다.(2009년 7월 3일 개관) 총 11개의 섹션으로 나뉘어 70여 개의 밀랍인형을 볼 수 있는 63왁스뮤지엄은 김구,박정희, 김대중 등 역대 대한민국 지도자들을 만날 수 있는 명예의 전당, 아인슈타인 등 역사 속의 인물 달리, 고흐, 피카소의 화가의 방, 베컴, 타이거우즈 등의 스포츠스타, 공포체험관, 애니메이션 zone 등 으로 구성되어 있다. 아시아 최고이 밀랍인형 작가 마쓰자키 사토루 등 해외 유명 작가의 작품으로 구성되어 있다.""","""1호선 대방역 6번출구 여의도 방향 40M 지점 무료 셔틀버스 이용, 6번출구 앞 여의도 마을버스 11번 이용, 5호선 여의나루역 4번출구 MBC방향 80M지점 무료셔틀버스 이용, 1번출구 앞 시내버스 5534번,5633번, 261번 이용 5호선 여의도역 5번출구 성모병원 버스승차장 앞 무료셔틀버스 이용, 5번출구 앞 여의도 마을1호선 대방역 6번출구 여의도 방향 40M 지점 무료 셔틀버스 이용, 6번출구 앞 여의도 마을버스 11번 이용, 5호선 여의나루역 4번출구 MBC방향 80M지점 무료셔틀버스 이용, 1번출구 앞 시내버스 5534번,5633번, 261번 이용 5호선 여의도역 5번출구 성모병원 버스승차장 앞 무료셔틀버스 이용, 5번출구 앞 여의도 마을버스 11번이용""",02-789-5663,㈜한화,2017-05-22
